"Timestamp","Accuracy","Acceleration X","Acceleration Y","Acceleration Z","Label","Cycle"
"403117809914845","3","-0.8729123","-0.1906797","9.732917","roll side","0"
"403117829860886","3","-0.8896806","-0.18588868","9.74729","roll side","0"
"403117849784480","3","-0.8848897","-0.1739113","9.754476","roll side","0"
"403117869730522","3","-0.8753078","-0.17630681","9.72573","roll side","0"
"403117889709063","3","-0.87770325","-0.18588868","9.718544","roll side","0"
"403117909655105","3","-0.8872852","-0.17870227","9.771244","roll side","0"
"403117929603282","3","-0.8872852","-0.17870227","9.716147","roll side","0"
"403117949549324","3","-0.8848897","-0.18588868","9.718544","roll side","0"
"403117969491043","3","-0.8872852","-0.17630681","9.77364","roll side","0"
"403117989437084","3","-0.8824942","-0.17870227","9.704171","roll side","0"
"403118009355730","3","-0.8657259","-0.18349329","9.737708","roll side","0"
"403118029301772","3","-0.87051684","-0.17630681","9.754476","roll side","0"
"403118049254220","3","-0.87770325","-0.17870227","9.732917","roll side","0"
"403118069200365","3","-0.8848897","-0.18828419","9.728126","roll side","0"
"403118089177293","3","-0.8872852","-0.17630681","9.732917","roll side","0"
"403118109123438","3","-0.87770325","-0.17870227","9.759267","roll side","0"
"403118129034949","3","-0.87770325","-0.1739113","9.744894","roll side","0"
"403118148981095","3","-0.906449","-0.17630681","9.728126","roll side","0"
"403118168941668","3","-0.8753078","-0.18588868","9.742498","roll side","0"
"403118188887813","3","-0.8609349","-0.17151585","9.742498","roll side","0"
"403118208858178","3","-0.85614395","-0.17630681","9.720939","roll side","0"
"403118228804376","3","-0.8753078","-0.19307515","9.718544","roll side","0"
"403118248738647","3","-0.8824942","-0.1691204","9.761662","roll side","0"
"403118268684845","3","-0.87051684","-0.17630681","9.711357","roll side","0"
"403118288660730","3","-0.85614395","-0.18109778","9.713753","roll side","0"
"403118308606876","3","-0.85853946","-0.1691204","9.737708","roll side","0"
"403118328554168","3","-0.851353","-0.15953842","9.718544","roll side","0"
"403118348500313","3","-0.8393756","-0.17870227","9.7089615","roll side","0"
"403118368418022","3","-0.851353","-0.20026156","9.732917","roll side","0"
"403118388364168","3","-0.85853946","-0.19307515","9.749685","roll side","0"
"403118408304428","3","-0.8729123","-0.1739113","9.74729","roll side","0"
"403118428250574","3","-0.8321892","-0.16432944","9.692194","roll side","0"
"403118448208907","3","-0.79865247","-0.14277011","9.637098","roll side","0"
"403118468155053","3","-0.7842796","-0.1307927","9.696984","roll side","0"
"403118488117345","3","-0.7723022","-0.12121078","9.7353115","roll side","0"
"403118508063543","3","-0.796257","-0.15474752","9.653866","roll side","0"
"403118528000365","3","-0.8321892","-0.19307515","9.591583","roll side","0"
"403118547946563","3","-0.8848897","-0.23379824","9.62512","roll side","0"
"403118567890157","3","-0.95196307","-0.22421637","9.7353115","roll side","0"
"403118587836303","3","-0.9998727","-0.24577567","9.859877","roll side","0"
"403118607815157","3","-0.99508166","-0.2817079","9.950905","roll side","0"
"403118627761303","3","-0.93519473","-0.2817079","9.950905","roll side","0"
"403118647703178","3","-0.94477665","-0.24577567","9.833527","roll side","0"
"403118667649324","3","-0.95914954","-0.23858926","9.807176","roll side","0"
"403118687619688","3","-0.9088445","-0.21463445","9.924555","roll side","0"
"403118707565834","3","-0.8681213","-0.1906797","9.744894","roll side","0"
"403118727501668","3","-0.8393756","-0.18588868","9.404736","roll side","0"
"403118747447865","3","-0.796257","-0.16432944","9.471808","roll side","0"
"403118767412293","3","-0.76751125","-0.18349329","9.771244","roll side","0"
"403118787358490","3","-0.7938615","-0.19307515","9.680216","roll side","0"
"403118807296459","3","-0.8297937","-0.18349329","9.512533","roll side","0"
"403118827242657","3","-0.84177107","-0.1906797","9.591583","roll side","0"
"403118847189063","3","-0.89447165","-0.25056663","9.7353115","roll side","0"
