"Timestamp","Accuracy","Acceleration X","Acceleration Y","Acceleration Z","Label","Cycle"
"323254700283517","3","-0.6908559","-0.6290523","9.766453","stand up","0"
"323254720201433","3","-0.68606496","-0.66019344","9.718544","none","0"
"323254740115652","3","-0.6525283","-0.6410296","9.7353115","none","0"
"323254760033621","3","-0.6525283","-0.6482161","9.732917","none","0"
"323254779943360","3","-0.6669012","-0.6458206","9.713753","none","0"
"323254799861277","3","-0.6836695","-0.6434251","9.754476","none","0"
"323254819784246","3","-0.6621102","-0.6434251","9.742498","none","0"
"323254839702162","3","-0.65492374","-0.6362387","9.7353115","none","0"
"323254859625235","3","-0.6669012","-0.6362387","9.728126","none","0"
"323254879543152","3","-0.65492374","-0.6362387","9.730521","none","0"
"323254899461642","3","-0.6501328","-0.6434251","9.754476","none","0"
"323254919379558","3","-0.67169213","-0.6434251","9.740103","none","0"
"323254939305808","3","-0.6692966","-0.6410296","9.701775","none","0"
"323254959223725","3","-0.6621102","-0.6410296","9.730521","none","0"
"323254979149246","3","-0.6669012","-0.6458206","9.744894","none","0"
"323254999067162","3","-0.6692966","-0.6290523","9.720939","none","0"
"323255018986798","3","-0.66450566","-0.6434251","9.7353115","none","0"
"323255038904714","3","-0.630969","-0.6434251","9.732917","none","0"
"323255058824558","3","-0.6980424","-0.61947036","9.728126","none","0"
"323255078742475","3","-0.65731925","-0.6314477","9.7353115","none","0"
"323255098664819","3","-0.7124152","-0.66258895","9.75208","none","0"
"323255118582735","3","-0.630969","-0.6386341","9.754476","none","0"
"323255138502683","3","-0.67648304","-0.6386341","9.749685","none","0"
"323255158420600","3","-0.6501328","-0.6458206","9.732917","none","0"
"323255178343933","3","-0.6621102","-0.65300703","9.706566","none","0"
"323255198261850","3","-0.6692966","-0.6434251","9.749685","none","0"
"323255218195027","3","-0.6740876","-0.6386341","9.749685","none","0"
"323255238112996","3","-0.6621102","-0.65540254","9.7089615","none","0"
"323255258030704","3","-0.6597147","-0.6458206","9.742498","none","0"
"323255277948621","3","-0.65492374","-0.6338432","9.737708","none","0"
"323255297856069","3","-0.6621102","-0.6482161","9.7353115","none","0"
"323255317774037","3","-0.66450566","-0.65300703","9.742498","none","0"
"323255337689767","3","-0.66450566","-0.6386341","9.7353115","none","0"
"323255357607735","3","-0.65492374","-0.65300703","9.737708","none","0"
"323255377508881","3","-0.6621102","-0.6362387","9.737708","none","0"
"323255397426850","3","-0.67887855","-0.6338432","9.759267","none","0"
"323255417361225","3","-0.6525283","-0.6482161","9.720939","none","0"
"323255437279142","3","-0.68127406","-0.6506115","9.7089615","none","0"
"323255457183360","3","-0.6453419","-0.6410296","9.742498","none","0"
"323255477101277","3","-0.65492374","-0.65779805","9.732917","none","0"
"323255497024662","3","-0.6621102","-0.6410296","9.732917","none","0"
"323255516942631","3","-0.67648304","-0.6362387","9.730521","none","0"
"323255536868152","3","-0.6692966","-0.6506115","9.75208","none","0"
"323255556786069","3","-0.6692966","-0.65540254","9.711357","none","0"
"323255576704089","3","-0.6669012","-0.6434251","9.72573","none","0"
"323255596622058","3","-0.65492374","-0.6506115","9.75208","none","0"
"323255616551798","3","-0.6621102","-0.6290523","9.742498","none","0"
"323255636469975","3","-0.6740876","-0.6506115","9.732917","none","0"
"323255656365860","3","-0.67648304","-0.6458206","9.759267","none","0"
"323255676284037","3","-0.6621102","-0.6482161","9.730521","none","0"
"323255696197423","3","-0.67169213","-0.6482161","9.737708","none","0"
"323255716115600","3","-0.65492374","-0.6410296","9.749685","none","0"
"323255736015496","3","-0.6836695","-0.65540254","9.754476","none","0"
"323255755933673","3","-0.65731925","-0.65540254","9.742498","none","0"
"323255775884454","3","-0.6692966","-0.6506115","9.730521","none","0"
"323255795802631","3","-0.64294636","-0.65300703","9.742498","none","0"
"323255815705756","3","-0.6525283","-0.6362387","9.7353115","none","0"
"323255835623933","3","-0.6740876","-0.6410296","9.742498","none","0"
"323255855539142","3","-0.6692966","-0.6506115","9.732917","none","0"
"323255875457319","3","-0.65731925","-0.6386341","9.716147","none","0"
"323255895381329","3","-0.6501328","-0.6386341","9.72573","none","0"
"323255915299506","3","-0.68127406","-0.6482161","9.749685","none","0"
"323255935214610","3","-0.6597147","-0.6410296","9.742498","none","0"
"323255955132787","3","-0.6669012","-0.65779805","9.728126","none","0"
"323255975049975","3","-0.6740876","-0.6362387","9.740103","none","0"
"323255994968152","3","-0.6669012","-0.6386341","9.75208","none","0"
"323256014892527","3","-0.6621102","-0.6434251","9.730521","none","0"
"323256034810704","3","-0.6597147","-0.6410296","9.7353115","none","0"
"323256054727319","3","-0.6692966","-0.6482161","9.737708","none","0"
"323256074645496","3","-0.6740876","-0.6434251","9.728126","none","0"
"323256094561433","3","-0.6597147","-0.6506115","9.732917","none","0"
"323256114479610","3","-0.66450566","-0.6482161","9.7353115","none","0"
"323256134401694","3","-0.6621102","-0.6434251","9.728126","none","0"
"323256154319871","3","-0.6621102","-0.6434251","9.737708","none","0"
"323256174255339","3","-0.6669012","-0.6386341","9.737708","none","0"
"323256194173517","3","-0.6621102","-0.6482161","9.730521","none","0"
"323256214062735","3","-0.65492374","-0.6458206","9.728126","none","0"
"323256233980912","3","-0.6525283","-0.6434251","9.749685","none","0"
"323256253911069","3","-0.6669012","-0.6410296","9.749685","none","0"
"323256273829246","3","-0.64294636","-0.6314477","9.730521","none","0"
"323256293753673","3","-0.6597147","-0.65300703","9.718544","none","0"
"323256313671850","3","-0.6525283","-0.6434251","9.728126","none","0"
"323256333574350","3","-0.66450566","-0.6434251","9.740103","none","0"
"323256353492527","3","-0.67169213","-0.6506115","9.742498","none","0"
"323256373441746","3","-0.67648304","-0.6434251","9.744894","none","0"
"323256393359923","3","-0.6692966","-0.65540254","9.75208","none","0"
"323256413265756","3","-0.6525283","-0.6458206","9.742498","none","0"
"323256433183933","3","-0.6597147","-0.65540254","9.737708","none","0"
"323256453110496","3","-0.66450566","-0.6506115","9.749685","none","0"
"323256473028673","3","-0.6740876","-0.6482161","9.730521","none","0"
"323256492936017","3","-0.66450566","-0.6482161","9.728126","none","0"
"323256512854194","3","-0.64294636","-0.6458206","9.72573","none","0"
"323256532775183","3","-0.6501328","-0.6410296","9.72573","none","0"
"323256552693360","3","-0.6621102","-0.6458206","9.718544","none","0"
"323256572618673","3","-0.67169213","-0.6290523","9.737708","none","0"
"323256592536850","3","-0.6692966","-0.65779805","9.744894","none","0"
"323256612454923","3","-0.66450566","-0.6434251","9.711357","none","0"
"323256632373100","3","-0.6477373","-0.6386341","9.723335","none","0"
"323256652301694","3","-0.6525283","-0.6362387","9.7353115","none","0"
"323256672219871","3","-0.65731925","-0.65300703","9.72573","none","0"
"323256692128673","3","-0.6908559","-0.6506115","9.737708","none","0"
"323256712046850","3","-0.68606496","-0.65540254","9.723335","none","0"
"323256731963673","3","-0.65731925","-0.65540254","9.7353115","none","0"
"323256751881850","3","-0.6669012","-0.65540254","9.737708","none","0"
"323256771807423","3","-0.66450566","-0.6386341","9.732917","none","0"
"323256791725600","3","-0.6669012","-0.65779805","9.716147","none","0"
"323256811643204","3","-0.66450566","-0.65779805","9.711357","none","0"
"323256831561381","3","-0.66450566","-0.6482161","9.728126","none","0"
"323256851483048","3","-0.6597147","-0.6410296","9.7353115","none","0"
"323256871401225","3","-0.65731925","-0.66019344","9.754476","none","0"
"323256891321642","3","-0.6621102","-0.6482161","9.728126","none","0"
"323256911239819","3","-0.6669012","-0.6434251","9.737708","none","0"
"323256931164558","3","-0.67887855","-0.6434251","9.7353115","none","0"
"323256951082735","3","-0.6621102","-0.6410296","9.732917","none","0"
"323256971013881","3","-0.6669012","-0.65540254","9.723335","none","0"
"323256990932058","3","-0.6621102","-0.65300703","9.723335","none","0"
"323257010851485","3","-0.6692966","-0.6290523","9.728126","none","0"
"323257030769662","3","-0.6621102","-0.6410296","9.744894","none","0"
"323257050683048","3","-0.67169213","-0.6458206","9.74729","none","0"
"323257070601225","3","-0.6740876","-0.6410296","9.742498","none","0"
"323257090528204","3","-0.67169213","-0.6386341","9.730521","none","0"
"323257110446381","3","-0.6597147","-0.6314477","9.730521","none","0"
"323257130362267","3","-0.6597147","-0.6458206","9.718544","none","0"
"323257150280444","3","-0.6525283","-0.6506115","9.711357","none","0"
"323257170188204","3","-0.6836695","-0.6458206","9.732917","none","0"
"323257190106381","3","-0.70043784","-0.6050974","9.797595","none","0"
"323257210041433","3","-0.64294636","-0.6338432","9.756871","none","0"
"323257229959610","3","-0.6669012","-0.6769619","9.663447","none","0"
"323257249870392","3","-0.6453419","-0.65540254","9.7353115","none","0"
"323257269788569","3","-0.67887855","-0.6266568","9.7880125","none","0"
"323257289711902","3","-0.6908559","-0.6482161","9.780826","none","0"
"323257309630079","3","-0.69325143","-0.6482161","9.737708","none","0"
"323257329557944","3","-0.6836695","-0.6338432","9.759267","none","0"
"323257349476121","3","-0.6597147","-0.6506115","9.732917","none","0"
"323257369411694","3","-0.6381554","-0.6458206","9.677821","none","0"
"323257389329871","3","-0.6501328","-0.61947036","9.742498","none","0"
"323257409228048","3","-0.6908559","-0.6434251","9.77364","none","0"
"323257429146225","3","-0.68846047","-0.66498446","9.74729","none","0"
"323257449073829","3","-0.6692966","-0.6482161","9.740103","none","0"
"323257468992006","3","-0.6453419","-0.6410296","9.74729","none","0"
"323257488912214","3","-0.6453419","-0.6482161","9.742498","none","0"
"323257508830392","3","-0.67169213","-0.6434251","9.718544","none","0"
"323257528732527","3","-0.68127406","-0.6338432","9.761662","none","0"
"323257548650704","3","-0.67169213","-0.65300703","9.749685","none","0"
"323257568590964","3","-0.6597147","-0.6338432","9.716147","none","0"
"323257588509142","3","-0.6381554","-0.6290523","9.728126","none","0"
"323257608430912","3","-0.6501328","-0.6434251","9.7353115","none","0"
"323257628349089","3","-0.6740876","-0.6482161","9.7089615","none","0"
"323257648291798","3","-0.67169213","-0.6338432","9.728126","none","0"
"323257668209975","3","-0.6525283","-0.6434251","9.72573","none","0"
"323257688113048","3","-0.6453419","-0.6458206","9.704171","none","0"
"323257708031485","3","-0.6525283","-0.6290523","9.720939","none","0"
"323257727952475","3","-0.6477373","-0.6386341","9.728126","none","0"
"323257747870912","3","-0.67887855","-0.6458206","9.749685","none","0"
"323257767790808","3","-0.6477373","-0.6338432","9.742498","none","0"
"323257787709246","3","-0.6597147","-0.6362387","9.713753","none","0"
"323257807628933","3","-0.6453419","-0.65300703","9.720939","none","0"
"323257827547371","3","-0.6621102","-0.6434251","9.723335","none","0"
"323257847472423","3","-0.67648304","-0.6266568","9.723335","none","0"
"323257867390860","3","-0.67169213","-0.6386341","9.768848","none","0"
"323257887317839","3","-0.68606496","-0.6362387","9.75208","none","0"
"323257907236277","3","-0.6501328","-0.6458206","9.728126","none","0"
"323257927151902","3","-0.65492374","-0.6506115","9.720939","none","0"
"323257947070339","3","-0.64294636","-0.66019344","9.742498","none","0"
"323257967010704","3","-0.67648304","-0.6458206","9.74729","none","0"
"323257986929142","3","-0.68606496","-0.62426126","9.74729","none","0"
"323258006840548","3","-0.6740876","-0.6410296","9.737708","none","0"
"323258026758985","3","-0.6597147","-0.6410296","9.716147","none","0"
"323258046680027","3","-0.6621102","-0.6434251","9.711357","none","0"
"323258066598464","3","-0.6669012","-0.6266568","9.728126","none","0"
"323258086523621","3","-0.68127406","-0.6290523","9.737708","none","0"
"323258106442058","3","-0.6740876","-0.6506115","9.732917","none","0"
"323258126354923","3","-0.6453419","-0.6410296","9.716147","none","0"
"323258146273360","3","-0.6597147","-0.6362387","9.732917","none","0"
"323258166199454","3","-0.65731925","-0.6482161","9.728126","none","0"
"323258186117892","3","-0.66450566","-0.6482161","9.740103","none","0"
"323258206026589","3","-0.6836695","-0.6482161","9.740103","none","0"
"323258225945027","3","-0.67887855","-0.6410296","9.7353115","none","0"
"323258245866850","3","-0.65492374","-0.6506115","9.737708","none","0"
"323258265785287","3","-0.6405509","-0.6482161","9.730521","none","0"
"323258285706485","3","-0.6525283","-0.6410296","9.740103","none","0"
"323258305624923","3","-0.67648304","-0.6506115","9.75208","none","0"
"323258325537527","3","-0.67887855","-0.66498446","9.723335","none","0"
"323258345455964","3","-0.6621102","-0.6386341","9.732917","none","0"
"323258365393777","3","-0.64294636","-0.6338432","9.759267","none","0"
"323258385312214","3","-0.6477373","-0.6362387","9.742498","none","0"
"323258405234298","3","-0.6669012","-0.6362387","9.723335","none","0"
"323258425152735","3","-0.68127406","-0.6506115","9.720939","none","0"
"323258445061433","3","-0.67169213","-0.6482161","9.730521","none","0"
"323258464979871","3","-0.6597147","-0.6338432","9.754476","none","0"
"323258484897423","3","-0.6669012","-0.6434251","9.74729","none","0"
"323258504815860","3","-0.6740876","-0.65779805","9.737708","none","0"
"323258524759194","3","-0.65492374","-0.65300703","9.7089615","none","0"
"323258544677631","3","-0.6597147","-0.65779805","9.69938","none","0"
"323258564578308","3","-0.6597147","-0.65779805","9.72573","none","0"
"323258584496746","3","-0.66450566","-0.6386341","9.771244","sit down","0"
"323258604435392","3","-0.67648304","-0.6290523","9.749685","sit down","0"
"323258624353829","3","-0.67648304","-0.6290523","9.728126","sit down","0"
"323258644269454","3","-0.6453419","-0.6386341","9.730521","sit down","0"
"323258664187892","3","-0.64294636","-0.65300703","9.718544","sit down","0"
"323258684084767","3","-0.6405509","-0.6338432","9.7089615","sit down","0"
"323258704003204","3","-0.6669012","-0.6458206","9.737708","sit down","0"
"323258723939662","3","-0.6669012","-0.6458206","9.7353115","sit down","0"
"323258743858412","3","-0.6621102","-0.65300703","9.756871","sit down","0"
"323258763774246","3","-0.6525283","-0.65779805","9.723335","sit down","0"
"323258783692944","3","-0.6621102","-0.6506115","9.720939","sit down","0"
"323258803600079","3","-0.65731925","-0.6386341","9.716147","sit down","0"
"323258823518777","3","-0.67648304","-0.6458206","9.732917","sit down","0"
"323258843461017","3","-0.67648304","-0.6482161","9.740103","sit down","0"
"323258863379767","3","-0.6740876","-0.6410296","9.7353115","sit down","0"
"323258883307839","3","-0.6477373","-0.6410296","9.730521","sit down","0"
"323258903226537","3","-0.64294636","-0.65540254","9.706566","sit down","0"
"323258923152527","3","-0.65731925","-0.66019344","9.718544","sit down","0"
"323258943071277","3","-0.67887855","-0.6434251","9.742498","sit down","0"
"323258962987527","3","-0.6836695","-0.6458206","9.740103","sit down","0"
"323258982906277","3","-0.6501328","-0.6434251","9.744894","sit down","0"
"323259002792319","3","-0.6405509","-0.6434251","9.7353115","sit down","0"
"323259022711017","3","-0.64294636","-0.6386341","9.742498","sit down","0"
"323259042666537","3","-0.65492374","-0.6434251","9.732917","sit down","0"
"323259062585287","3","-0.6740876","-0.65300703","9.720939","sit down","0"
"323259082490027","3","-0.67648304","-0.6362387","9.754476","sit down","0"
"323259102408777","3","-0.6597147","-0.6386341","9.744894","sit down","0"
"323259122305496","3","-0.6525283","-0.65540254","9.718544","sit down","0"
"323259142224194","3","-0.6477373","-0.6410296","9.732917","sit down","0"
"323259162157683","3","-0.6621102","-0.6482161","9.737708","sit down","0"
"323259182076433","3","-0.6669012","-0.6410296","9.740103","sit down","0"
"323259202015548","3","-0.6621102","-0.6266568","9.730521","sit down","0"
"323259221934246","3","-0.65492374","-0.6458206","9.7353115","sit down","0"
"323259241860392","3","-0.64294636","-0.65779805","9.737708","sit down","0"
"323259261779142","3","-0.6501328","-0.66019344","9.732917","sit down","0"
"323259281665548","3","-0.65731925","-0.65300703","9.718544","sit down","0"
"323259301584246","3","-0.6836695","-0.6290523","9.756871","sit down","0"
"323259321529454","3","-0.67648304","-0.6338432","9.77364","sit down","0"
"323259341448152","3","-0.6285735","-0.6482161","9.685007","sit down","0"
"323259361361329","3","-0.65492374","-0.6458206","9.67303","sit down","0"
"323259381280027","3","-0.65731925","-0.6386341","9.728126","sit down","0"
"323259401187527","3","-0.68606496","-0.6386341","9.768848","sit down","0"
"323259421106225","3","-0.68846047","-0.65540254","9.713753","sit down","0"
"323259441055183","3","-0.68606496","-0.6482161","9.749685","sit down","0"
"323259460973933","3","-0.68127406","-0.6410296","9.756871","sit down","0"
"323259480864662","3","-0.65731925","-0.65779805","9.706566","sit down","0"
"323259500783360","3","-0.66450566","-0.6386341","9.704171","sit down","0"
"323259520702162","3","-0.6453419","-0.6458206","9.749685","sit down","0"
"323259540620860","3","-0.7124152","-0.65779805","9.771244","sit down","0"
"323259560575027","3","-0.68846047","-0.65540254","9.723335","sit down","0"
"323259580493777","3","-0.6501328","-0.6314477","9.7089615","sit down","0"
"323259600383152","3","-0.6381554","-0.65779805","9.728126","sit down","0"
"323259620301850","3","-0.58785033","-0.6482161","9.740103","sit down","0"
"323259640225860","3","-0.7196017","-0.6338432","9.754476","sit down","0"
"323259660144558","3","-0.6621102","-0.65540254","9.732917","sit down","0"
"323259680086329","3","-0.63575995","-0.66498446","9.663447","sit down","0"
"323259700005027","3","-0.6501328","-0.6362387","9.740103","sit down","0"
"323259719910808","3","-0.7124152","-0.6410296","9.780826","sit down","0"
"323259739829506","3","-0.67887855","-0.6506115","9.682611","sit down","0"
"323259759753621","3","-0.6405509","-0.6386341","9.680216","sit down","0"
"323259779672527","3","-0.66450566","-0.62426126","9.778431","sit down","0"
"323259799602319","3","-0.66450566","-0.65779805","9.7353115","sit down","0"
"323259819521225","3","-0.68127406","-0.6745664","9.692194","sit down","0"
"323259839464506","3","-0.65492374","-0.6410296","9.687403","sit down","0"
"323259859383412","3","-0.6381554","-0.6290523","9.69938","sit down","0"
"323259879303881","3","-0.68127406","-0.6410296","9.72573","sit down","0"
"323259899222787","3","-0.68846047","-0.6410296","9.711357","sit down","0"
"323259919142475","3","-0.7076243","-0.6362387","9.680216","sit down","0"
"323259939061381","3","-0.69325143","-0.6410296","9.668239","sit down","0"
"323259958956225","3","-0.7339746","-0.6482161","9.653866","sit down","0"
"323259978875131","3","-0.7196017","-0.6362387","9.661052","sit down","0"
"323259998826433","3","-0.69325143","-0.61947036","9.694589","sit down","0"
"323260018745339","3","-0.6165961","-0.6386341","9.696984","sit down","0"
"323260038666069","3","-0.5351498","-0.6889392","9.790408","sit down","0"
"323260058584975","3","-0.63336444","-0.6434251","9.627516","sit down","0"
"323260078508673","3","-0.57587296","-0.62186587","9.634702","sit down","0"
"323260098427579","3","-0.49682218","-0.65779805","9.886227","sit down","0"
