Acceleration X,Acceleration Y,Acceleration Z,Label,Cycle
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,none,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
-0.45899999999999996,0.153,9.96,sit down,1
