Acceleration X,Acceleration Y,Acceleration Z,Label,Cycle,Mean X,Mean Y,Mean Z,Max X,Max Y,Max Z,Standard deviation X,Standard deviation Y,Standard deviation Z,Variance X,Variance Y,Variance Z,RMS X,RMS Y,RMS Z,Peak to peak X,Peak to peak Y,Peak to peak Z
-0.919,-0.306,10.113,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,10.113,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.652999999999999,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
-0.919,-0.306,9.807,none,1,-0.919,-0.306,9.80929,-0.919,-0.306,10.113,0.0,0.0,0.03248031332621103,0.0,0.0,0.0010549707537688417,0.9189999999999995,0.30600000000000005,9.809343505046616,0.0,0.0,0.46000000000000085
